date,tavg,tmin,tmax,prcp,snow,wspd,pres
8/1/19,31.1,25,37.8,0,0,6.1,1015
8/2/19,31.4,25,37.8,0,0,4.3,1013.9
8/3/19,30.4,26.7,36.7,0,0,5.8,1012.4
8/4/19,28.9,23.9,35,5.1,0,5,1013
8/5/19,30.9,25,37.8,0,0,4.7,1012.8
8/6/19,31.4,25.6,38.9,0,0,5.8,1012.2
8/7/19,31.8,26.1,38.9,0,0,9.4,1011.8
8/8/19,32.2,26.1,40,0,0,10.8,1011.4
8/9/19,32.2,26.7,40.6,0,0,10.4,1011.8
8/10/19,32.1,26.1,40,0,0,9.4,1012.3
8/11/19,32.2,25.6,40,0,0,8.6,1013.1
8/12/19,32.7,26.1,40.6,0,0,9.4,1011.6
8/13/19,32.6,26.1,40.6,0,0,9,1011.1
8/14/19,32,26.1,40,0,0,4.3,1013
8/15/19,31.4,25.6,39.4,0,0,3.6,1013.4
8/16/19,32.8,26.1,40,0,0,7.6,1011.6
8/17/19,32.2,26.7,40,0,0,11.5,1010
8/18/19,32.2,26.7,39.4,0,0,11.2,1010.5
8/19/19,32.1,26.7,39.4,0,0,9.7,1013.1
8/20/19,32,26.1,39.4,0,0,7.9,1014.6
8/21/19,31.3,25.6,38.3,0,0,8.3,1014.3
8/22/19,31,25.6,38.9,0,0,9.4,1012.1
8/23/19,30.3,26.1,37.8,0,0,8.3,1011.2
8/24/19,28.4,23.9,37.2,33,0,3.2,1011.6
8/25/19,29.8,24.4,38.3,0,0,4.3,1009.4
8/26/19,31.6,26.1,38.9,0,0,10.4,1007.2
8/27/19,29.4,26.7,34.4,0,0,8.6,1011.2
8/28/19,30.2,24.4,38.9,0.3,0,5.4,1015
8/29/19,31.2,25,38.9,0,0,6.8,1014.8
8/30/19,30.9,26.1,37.8,0,0,6.1,1014.4
8/31/19,30.6,24.4,37.8,0,0,4.7,1015
9/1/19,30.3,24.4,37.2,0,0,4,1015.4
9/2/19,31.3,24.4,38.9,0,0,5,1014.9
9/3/19,31.1,23.3,38.3,0,0,6.5,1013.2
9/4/19,31.6,23.9,38.9,0,0,5.4,1014.9
9/5/19,31.5,23.3,38.9,0,0,5.8,1016.8
9/6/19,32.1,25,39.4,0,0,4.3,1015.8
9/7/19,31.7,25,39.4,0,0,5.4,1014.5
9/8/19,31,25,38.9,0,0,9.7,1013.4
9/9/19,30.2,25.6,38.3,0,0,10.8,1014.2
9/10/19,28.2,23.3,38.3,4.8,0,7.2,1016.2
9/11/19,27.5,23.3,37.8,0,0,6.8,1017.5
9/12/19,29.3,23.3,37.8,0,0,6.1,1016.5
9/13/19,29.8,23.9,36.7,0,0,4.7,1018.2
9/14/19,30.7,23.9,37.8,0,0,4.3,1017.5
9/15/19,30.2,22.8,36.7,0,0,4.3,1016.1
9/16/19,30.8,24.4,38.3,0,0,5.8,1014.2
9/17/19,28.4,24.4,33.3,0,0,5.4,1012.3
9/18/19,29.8,23.3,38.3,0,0,4.7,1010.8
9/19/19,28.2,25,38.3,8.6,0,5,1009.9
9/20/19,29.9,25.6,37.8,0,0,14.4,1012.7
9/21/19,29.7,26.1,37.2,0,0,13.7,1015.2
9/22/19,30.3,25,37.8,0,0,9,1014.7
9/23/19,30.5,25.6,37.8,0,0,7.9,1014.7
9/24/19,30.1,25.6,36.7,0,0,9,1012.2
9/25/19,29.6,23.9,37.8,0,0,7.6,1010.7
9/26/19,29.8,23.9,36.7,0,0,7.6,1011
9/27/19,29.7,23.9,37.2,0,0,7.9,1009.2
9/28/19,29.6,26.1,35.6,0,0,12.2,1010.9
9/29/19,29.9,25,36.7,2.3,0,11.2,1013.8
9/30/19,29.8,26.7,37.2,0.5,0,11.9,1014.2
10/1/19,30,25.6,37.2,0,0,12.2,1013.5
10/2/19,29.6,25,36.7,0,0,9.7,1013.6
10/3/19,29.5,23.9,36.1,0,0,6.1,1015.3
10/4/19,29.2,23.9,35.6,0,0,4.7,1016.3
10/5/19,29.1,22.2,36.1,0,0,2.9,1014
10/6/19,29.1,22.2,37.2,0,0,5.4,1013.4
10/7/19,25.2,20,29.4,0,0,9.7,1018.2
10/8/19,23.1,17.2,30.6,0,0,4,1017.2
10/9/19,27,20.6,35.6,0,0,10.1,1011.7
10/10/19,29.9,25.6,37.2,0,0,13.7,1009
10/11/19,14.7,8.3,27.8,12.2,0,14.8,1019.8
10/12/19,14.8,12.2,18.3,0.3,0,6.5,1022.7
10/13/19,19.7,13.3,27.8,0.3,0,3.2,1016.3
10/14/19,25.6,21.7,31.7,0,0,2.9,1013.8
10/15/19,27.8,23.3,35.6,27.7,0,4,1011.5
10/16/19,20,13.3,24.4,1,0,9.7,1017.6
10/17/19,17.3,12.2,25,0,0,2.9,1016.5
10/18/19,19.3,10.6,29.4,0,0,4.3,1010
10/19/19,25.7,18.9,35.6,0,0,2.9,1006.8
10/20/19,25.5,18.3,35,0,0,7.2,1007.1
10/21/19,22.7,17.2,27.8,6.4,0,9.4,1010.6
10/22/19,19.7,10,28.3,0,0,4,1020.3
10/23/19,21.4,12.2,30.6,0,0,9.4,1016.9
10/24/19,21.3,9.4,30,52.3,0,9.7,1014.2
10/25/19,10.4,6.7,15,2.8,0,15.1,1019.8
10/26/19,13.9,7.8,23.3,0,0,5.8,1014.3
10/27/19,17.2,7.2,28.3,0,0,5.8,1013.4
10/28/19,19.9,13.9,27.8,0.5,0,4.3,1013.8
10/29/19,12.3,9.4,13.9,2,0,8.6,1015.4
10/30/19,8.3,5,9.4,1,0,14.4,1018.4
10/31/19,6.5,1.1,13.9,0,0,10.1,1030.6
11/1/19,7.9,-0.5,17.8,0,0,2.5,1027.5
11/2/19,12,4.4,21.7,0,0,3.6,1027.9
11/3/19,13.9,5,23.3,0,0,5.8,1022.3
11/4/19,19.5,12.2,28.3,0,0,4,1015.6
11/5/19,22.4,17.2,28.3,0,0,2.2,1019.3
11/6/19,23.9,20,29.4,0,0,9,1020.3
11/7/19,14.5,6.7,20,2.8,0,10.4,1022.4
11/8/19,8,6.7,10,3.3,0,7.9,1028.5
11/9/19,12.7,6.1,21.1,0,0,1.8,1024.9
11/10/19,16.9,9.4,24.4,0,0,4.7,1018.5
11/11/19,13.1,0.6,23.9,3,0,13.3,1019.8
11/12/19,2.1,-0.5,8.3,0,0,11.9,1033.9
11/13/19,2.8,-1,5.6,0,0,3.2,1025.8
11/14/19,5.6,2.8,7.2,2.5,0,3.6,1025.7
11/15/19,9,3.3,18.3,0,0,3.2,1029
11/16/19,10.1,1.7,18.9,0,0,1.8,1023
11/17/19,12.8,5.6,22.2,0,0,1.8,1017.6
11/18/19,15.1,8.9,23.9,0,0,3.2,1015.2
11/19/19,17.5,7.2,26.7,0,0,6.1,1014.5
11/20/19,22,17.8,28.9,0,0,12.6,1013.1
11/21/19,23.4,20.6,27.2,0,0,9.7,1013
11/22/19,15,8.3,23.3,0,0,7.9,1016.5
11/23/19,12.2,5,22.2,0,0,3.2,1019.5
11/24/19,13.9,5,23.9,0,0,2.2,1016.7
11/25/19,19.9,10.6,31.1,0,0,5.4,1006.4
11/26/19,20.5,18.9,23.3,0,0,5.8,1004
11/27/19,14.3,11.1,21.1,0,0,12.2,1021.2
11/28/19,11.2,9.4,12.8,0.8,0,5.8,1022.8
11/29/19,14.9,11.1,23.3,4.3,0,4.7,1016.9
11/30/19,24.5,16.1,30.6,0,0,9.4,1008.8
12/1/19,14.2,8.9,19.4,0,0,10.4,1020.3
12/2/19,11.4,6.1,19.4,0,0,6.1,1025.2
12/3/19,13.7,3.9,23.9,0,0,4.7,1016.6
12/4/19,16.3,11.1,23.9,0,0,5.4,1017.9
12/5/19,16.7,10.6,23.9,0,0,4,1015.6
12/6/19,17.6,12.2,23.9,0,0,10.8,1021.2
12/7/19,13.7,7.8,21.1,0,0,2.5,1024.6
12/8/19,16.5,9.4,23.9,0,0,6.8,1015.7
12/9/19,21.5,13.9,28.3,0,0,8.3,1010.5
12/10/19,7.9,3.3,13.9,9.4,0,9.7,1024.1
12/11/19,7.3,2.2,14.4,0,0,3.6,1032.2
12/12/19,8.7,1.7,17.2,0,0,2.9,1024.1
12/13/19,14,5,25.6,0,0,2.9,1013.1
12/14/19,15.3,6.1,25,0,0,4.7,1009.8
12/15/19,18,10,27.2,0,0,6.1,1007.6
12/16/19,12.2,5,21.1,0,0,13.7,1014.9
12/17/19,6.4,1.7,13.3,0,0,11.9,1028.7
12/18/19,6.8,1.1,16.1,0,0,4.3,1031.5
12/19/19,7.5,-1,16.7,0,0,4.3,1028.3
12/20/19,10,8.3,11.1,9.9,0,2.9,1025.9
12/21/19,11.2,5,16.7,0,0,3.2,1026.8
12/22/19,8.1,3.9,16.1,0,0,1.8,1025.6
12/23/19,10.5,2.2,21.1,0,0,1.4,1020.9
12/24/19,12.7,2.8,22.2,0,0,3.2,1017.3
12/25/19,14.3,8.9,20.6,0,0,1.8,1014.1
12/26/19,16.5,12.2,20,0,0,0.7,1016.9
12/27/19,16.5,12.2,20,0,0,5.4,1016.3
12/28/19,16.8,11.7,22.2,1.8,0,7.9,1008.5
12/29/19,13.3,7.8,18.9,0,0,9.4,1012.6
12/30/19,10,3.9,16.7,0,0,5,1021.8
12/31/19,9.7,2.8,16.7,0,0,4,1023.9
1/1/20,12.2,10,14.4,0,0,5.8,1014.9
1/2/20,12.6,9.4,15.6,0,0,4.7,1004.7
1/3/20,13.3,9.4,18.9,0,0,10.8,1014.6
1/4/20,13.1,6.7,22.8,0,0,6.8,1026.9
1/5/20,15,7.2,24.4,0,0,4.3,1025.2
1/6/20,15.4,5.6,24.4,0,0,6.1,1020.8
1/7/20,12.9,6.1,20.6,0,0,4.3,1029
1/8/20,12.4,2.8,21.7,0,0,8.3,1024.4
1/9/20,20.4,16.7,25.6,0,0,11.5,1014.7
1/10/20,21.5,13.9,25,18.8,0,16.9,1008.2
1/11/20,11.1,6.1,15.6,0,0,6.8,1018.7
1/12/20,9.4,2.2,17.2,0,0,4.7,1022.2
1/13/20,13.7,11.1,15.6,0.3,0,1.8,1021
1/14/20,19.1,15.6,25,0,0,1.8,1018.2
1/15/20,23,20.6,27.8,0.3,0,6.8,1017.4
1/16/20,16.8,13.9,22.8,8.1,0,6.1,1023.6
1/17/20,12.5,10,15,2.3,0,2.5,1022.3
1/18/20,16.9,9.4,21.1,0,0,9.7,1022.8
1/19/20,9.5,5,14.4,0,0,11.5,1032.5
1/20/20,9.1,1.7,16.7,0,0,2.9,1033.8
1/21/20,10.6,4.4,16.7,0,0,12.2,1029.2
1/22/20,11.7,8.3,15,22.6,0,6.1,1017
1/23/20,13.4,8.9,19.4,0,0,7.9,1015.7
1/24/20,12.3,5.6,20.6,0,0,2.9,1020.9
1/25/20,13.2,6.1,19.4,0.5,0,4.7,1018.6
1/26/20,17.9,12.2,26.1,0,0,4.3,1015.3
1/27/20,13.7,8.3,21.1,0,0,6.8,1015.2
1/28/20,14.7,10.6,22.8,7.4,0,11.2,1012.9
1/29/20,11.1,6.7,17.2,0,0,10.1,1017.8
1/30/20,8.2,6.7,10,0.3,0,7.2,1019.9
1/31/20,10.6,6.7,17.2,0,0,5.8,1021.9
2/1/20,12.8,5.6,23.3,0,0,7.6,1024.4
2/2/20,16.4,6.7,27.2,0,0,6.8,1018.8
2/3/20,18,13.3,22.8,0,0,11.5,1010
2/4/20,18.4,8.3,26.1,0,0,10.1,1008.2
2/5/20,4.7,0.6,8.3,0.5,0,14.4,1011.9
2/6/20,5.2,-0.5,12.8,0,0,7.9,1011.8
2/7/20,12.7,2.2,24.4,0,0,5.8,1013
2/8/20,14.2,6.7,21.1,0,0,9.7,1019.8
2/9/20,19.7,17.2,22.2,2,0,9.7,1014.9
2/10/20,14.9,8.3,21.7,2.3,0,9.4,1014.4
2/11/20,7.5,6.1,8.3,6.4,0,10.8,1018.5
2/12/20,8.9,6.7,13.9,34.3,0,7.6,1013.3
2/13/20,7.9,3.9,12.8,0,0,10.8,1024
2/14/20,7.8,0.6,15.6,0,0,6.1,1029.5
2/15/20,11.4,4.4,18.3,0,0,2.2,1022.7
2/16/20,16.7,9.4,25.6,0,0,4,1015.7
2/17/20,20.8,15,26.7,0,0,8.3,1010.2
2/18/20,17.4,10,22.2,0.8,0,7.9,1015.7
2/19/20,9.6,8.3,10.6,1.5,0,10.8,1023.7
2/20/20,8.4,6.7,11.1,10.2,0,13.7,1029.4
2/21/20,7.3,2.2,13.3,0,0,8.3,1037
2/22/20,12,6.7,18.3,0,0,7.2,1027.6
2/23/20,16.3,12.2,20.6,0,0,6.8,1016.6
2/24/20,17.8,8.9,21.1,0.3,0,5,1010.6
2/25/20,13.5,8.3,20,0,0,12.2,1014.7
2/26/20,8.6,3.9,13.3,0,0,14,1029.6
2/27/20,8.7,0,18.3,0,0,3.6,1029.1
2/28/20,13.7,3.9,23.9,0,0,4.3,1027.6
2/29/20,16.2,8.3,24.4,0,0,8.6,1022.6
3/1/20,18.8,14.4,25,0,0,9,1013.1
3/2/20,21.3,18.3,26.1,0,0,6.5,1009.4
3/3/20,21.2,17.8,23.9,0,0,4.7,1008.1
3/4/20,16.9,12.2,20.6,36.3,0,11.5,1010.2
3/5/20,15.8,8.9,24.4,0,0,6.8,1023.8
3/6/20,15.8,10,21.7,0,0,7.9,1031
3/7/20,12.2,7.2,17.8,0,0,7.2,1028.4
3/8/20,16.4,10,24.4,0,0,11.5,1023.7
3/9/20,18.5,17.8,19.4,4.1,0,6.8,1021.2
3/10/20,20.6,15,27.2,0,0,4.7,1022.9
3/11/20,22.9,17.2,29.4,0,0,7.6,1017.1
3/12/20,23.9,20,30.6,0,0,10.8,1011.4
3/13/20,23.3,20.6,28.9,0,0,11.2,1013.3
3/14/20,24.4,20.6,28.9,0,0,8.6,1017.3
3/15/20,16.9,14.4,20.6,1,0,7.9,1023
3/16/20,18.6,14.4,23.9,0,0,5.8,1020.8
3/17/20,22.4,20,27.2,0.3,0,10.8,1017
3/18/20,23.8,21.1,28.3,0,0,13,1014.3
3/19/20,23.9,21.1,29.4,1.3,0,11.2,1013.1
3/20/20,15.6,11.1,22.2,22.6,0,11.5,1022.6
3/21/20,10.9,8.9,12.8,23.1,0,7.9,1026.1
3/22/20,15.5,12.2,19.4,0,0,1.8,1019.7
3/23/20,22.1,17.8,28.9,0.3,0,5.8,1015.7
3/24/20,24.5,15.6,33.3,0,0,5.4,1011.8
3/25/20,22.5,13.3,32.8,0,0,5,1011.7
3/26/20,24.6,19.4,31.1,0,0,8.6,1009.1
3/27/20,25.4,21.1,31.7,0,0,11.2,1006.4
3/28/20,22.3,12.8,27.2,1.8,0,8.6,1009.8
3/29/20,18.9,10.6,27.2,0,0,5.8,1018.6
3/30/20,19.6,17.8,21.1,11.2,0,2.2,1014
3/31/20,18.7,13.3,23.9,0,0,7.2,1015.5
4/1/20,17.9,10,25.6,0,0,9,1014.8
4/2/20,18.8,16.7,21.1,6.6,0,8.3,1011.8
4/3/20,17.3,7.8,23.3,21.3,0,9.7,1013.2
4/4/20,8.8,7.2,11.7,16.8,0,7.2,1017.3
4/5/20,14.7,10.6,19.4,0,0,3.6,1017.4
4/6/20,20.8,16.1,26.7,0,0,2.5,1015.4
4/7/20,25.3,21.1,31.7,0,0,4.3,1013.5
4/8/20,27.7,22.8,35,0,0,4.7,1010.7
4/9/20,24.4,18.9,33.9,4.8,0,3.6,1010.6
4/10/20,20,17.2,23.9,0,0,8.6,1015.4
4/11/20,20.5,16.1,24.4,0.5,0,7.9,1009.9
4/12/20,24.8,16.1,30.6,0.8,0,12.2,1001.9
4/13/20,13.1,7.2,18.3,0,0,11.5,1018.4
4/14/20,13.1,7.8,18.9,0,0,12.2,1021.7
4/15/20,13.7,6.1,21.1,0,0,6.1,1021.9
4/16/20,17.9,8.9,26.1,0,0,9.4,1019.1
4/17/20,18,13.3,23.3,0.8,0,5.4,1016.6
4/18/20,14.7,12.8,17.2,0,0,5.8,1016
4/19/20,21.9,15.6,34.4,0.5,0,4.7,1006.9
4/20/20,23.2,16.1,30.6,0,0,6.8,1010
4/21/20,24.3,19.4,30.6,0,0,10.8,1012.1
4/22/20,23.7,21.7,27.2,3,0,7.6,1006.5
4/23/20,24.2,15,32.2,0,0,5.8,1007.8
4/24/20,26.3,16.1,36.7,0,0,7.6,1007
4/25/20,22.2,15.6,27.2,0,0,7.9,1016.2
4/26/20,22,12.2,30.6,0,0,6.1,1020.9
4/27/20,24,16.1,32.2,0,0,12.2,1016.7
4/28/20,27.4,23.3,33.9,0,0,10.8,1010.3
4/29/20,24.7,15,29.4,18,0,11.2,1014.7
4/30/20,22.1,12.8,31.7,0,0,5.8,1018.4
5/1/20,23.8,16.1,32.2,0,0,11.2,1015.2
5/2/20,25.8,20.6,33.9,0,0,13.7,1014.4
5/3/20,27.2,21.1,35,0,0,11.5,1012.5
5/4/20,28,22.2,36.1,0,0,11.9,1009.8
5/5/20,25.1,21.7,30,0,0,9.4,1013.2
5/6/20,24.2,18.9,30.6,0,0,7.2,1020
5/7/20,22.8,13.9,28.9,0,0,8.6,1016.4
5/8/20,24.8,17.8,30,0,0,15.5,1012.9
5/9/20,20.4,16.1,26.1,0,0,7.6,1020.4
5/10/20,20.7,12.8,27.8,0,0,4.7,1021.8
5/11/20,23.1,15,30,0,0,9.7,1019.9
5/12/20,20.6,18.9,23.3,60.2,0,6.5,1014.6
5/13/20,23.6,17.8,31.7,0.3,0,8.6,1012.9
5/14/20,27,22.2,33.9,0,0,10.8,1010.8
5/15/20,26.7,18.3,33.3,55.6,0,9.4,1008.7
5/16/20,22.1,17.2,28.9,16,0,8.3,1007.6
5/17/20,24.7,18.9,33.3,0,0,4.3,1012.5
5/18/20,26.9,17.8,35,0,0,4.7,1011.9
5/19/20,28.4,21.1,36.1,0,0,6.1,1008
5/20/20,28.8,23.9,35,0,0,10.8,1007.2
5/21/20,27.6,21.7,33.9,1,0,9.7,1008.1
5/22/20,28.5,22.8,35,1.3,0,11.9,1009.1
5/23/20,28.7,23.3,33.9,0.5,0,14,1010.1
5/24/20,26.7,19.4,35,24.6,0,10.8,1008.5
5/25/20,22.1,18.9,26.7,18.5,0,5,1008.3
5/26/20,23.7,18.3,30,5.1,0,4.7,1012.3
5/27/20,22.9,16.7,32.8,16,0,7.9,1011
5/28/20,24.3,17.2,32.2,0,0,3.2,1012.9
5/29/20,26,21.1,31.7,0,0,7.9,1017.8
5/30/20,25.2,17.2,31.7,0,0,2.2,1018
5/31/20,25.9,23.3,29.4,0,0,7.6,1018
6/1/20,25.3,22.2,28.9,0,0,4.3,1018.2
6/2/20,26.5,22.2,32.2,0.3,0,4,1016.7
6/3/20,27.3,22.8,33.9,0,0,4.7,1014
6/4/20,28.5,23.3,34.4,0,0,6.5,1011.3
6/5/20,28.9,24.4,34.4,0,0,6.5,1012.3
6/6/20,30,23.3,35.6,0,0,2.9,1010.9
6/7/20,30,24.4,35.6,0,0,3.2,1006.8
6/8/20,30.7,23.3,37.2,0,0,4.7,1003.7
6/9/20,30.6,25,37.8,0,0,7.9,1005.9
6/10/20,27.9,20,34.4,0,0,6.8,1017.3
6/11/20,27.2,17.8,35.6,0,0,3.6,1022.3
6/12/20,26.7,17.2,34.4,0,0,4,1022.3
6/13/20,27.6,19.4,34.4,0,0,5,1018.2
6/14/20,27.8,18.9,34.4,0,0,4.3,1017.1
6/15/20,27.8,22.2,35.6,0,0,5.4,1018.5
6/16/20,28.6,23.9,35,0,0,8.6,1017.8
6/17/20,28.2,21.7,35.6,0,0,9.4,1015.4
6/18/20,28.3,22.8,36.1,0,0,10.8,1013
6/19/20,29.1,25,36.1,0,0,10.8,1013.4
6/20/20,27.7,21.1,34.4,31.8,0,8.3,1014.5
6/21/20,29.3,25,35.6,0,0,10.1,1012.1
6/22/20,29.2,26.1,34.4,0,0,9.4,1011.1
6/23/20,27.3,21.7,33.9,14.7,0,8.3,1011.3
6/24/20,25.6,23.3,30,0.5,0,4.7,1011.4
6/25/20,27.6,21.7,34.4,0,0,4.7,1013
6/26/20,25.5,21.7,30,15.5,0,8.3,1016.4
6/27/20,28.5,25,33.9,0,0,11.2,1013.9
6/28/20,27.6,24.4,31.1,5.1,0,10.4,1009.7
6/29/20,28.6,25.6,32.2,0,0,12.2,1009.3
6/30/20,29.4,26.7,33.9,0,0,10.8,1010
7/1/20,29.7,26.7,35,0,0,10.1,1010.5
7/2/20,30.7,26.7,36.7,0,0,8.6,1012.8
7/3/20,30.2,24.4,37.2,0,0,7.6,1013.9
7/4/20,30.4,23.3,37.8,0,0,5.8,1012
7/5/20,31,23.9,37.8,0,0,7.2,1009.6
7/6/20,30.2,25.6,34.4,0,0,7.9,1010.5
7/7/20,30.6,27.2,37.8,0,0,9.4,1011.9
7/8/20,30.9,26.7,37.2,0,0,10.4,1011.2
7/9/20,31.5,26.7,38.3,0,0,12.6,1010.9
7/10/20,31.7,26.1,38.9,0,0,9,1014
7/11/20,32.2,25.6,40,0,0,8.6,1014.4
7/12/20,32.2,25.6,40.6,0,0,7.2,1012.4
7/13/20,33.6,26.1,42.2,0,0,9.4,1010.4
7/14/20,32.2,25,41.1,0,0,11.5,1011
7/15/20,31.4,25.6,39.4,0,0,10.1,1012.8
7/16/20,31.6,25,38.9,0,0,7.9,1014.9
7/17/20,31.2,25.6,38.9,0,0,7.9,1015.2
7/18/20,30.2,24.4,36.7,0,0,7.9,1014.9
7/19/20,30.6,24.4,37.2,0,0,6.1,1014.2
7/20/20,31,25,37.8,0,0,7.2,1012.5
7/21/20,29.7,25.6,36.1,0,0,8.3,1011.7
7/22/20,30.9,26.1,37.8,0,0,7.9,1012.6
7/23/20,31.5,26.1,38.3,0,0,5.8,1012.9
7/24/20,31.9,27.2,37.8,0,0,7.9,1011.7
7/25/20,27.8,23.9,34.4,3.6,0,9,1012
7/26/20,27.5,24.4,36.1,1,0,7.9,1014.7
7/27/20,29.4,25,36.7,0,0,4.3,1014.8
7/28/20,29.5,24.4,38.9,0,0,5.8,1013.2
7/29/20,28.8,23.9,38.9,0,0,8.3,1013.4
7/30/20,30.5,25,38.3,0,0,11.2,1013.4
7/31/20,28.3,23.3,38.9,11.9,0,6.5,1013.4
8/1/20,29.4,23.3,37.2,0,0,3.6,1013.3
8/2/20,29.4,23.3,38.3,0,0,4,1013.8
8/3/20,28.9,22.8,39.4,0,0,2.5,1014.9
8/4/20,30.7,23.9,38.9,0,0,3.6,1014.7
8/5/20,31.6,24.4,39.4,0,0,10.1,1013.3
8/6/20,31.5,25,39.4,0,0,10.4,1013.7
8/7/20,31.2,25,39.4,0,0,8.3,1015.2
8/8/20,31.4,25,40,0,0,8.3,1016.8
8/9/20,31.9,25.6,39.4,0,0,10.4,1016.6
8/10/20,31.9,26.1,39.4,0,0,10.4,1015.1
8/11/20,32.2,26.1,40,0,0,9,1013.2
8/12/20,32.6,26.1,41.1,0,0,9.4,1012.6
8/13/20,32.5,26.1,40,0,0,8.3,1012.6
8/14/20,33.2,25.6,41.7,0,0,9.7,1011.3
8/15/20,33.3,26.1,41.7,0,0,8.3,1011.7
8/16/20,33.2,26.1,41.1,0,0,5,1014.3
8/17/20,30.5,24.4,38.3,0,0,4,1017.1
8/18/20,32.1,23.9,40,0,0,4.7,1014.5
