date,tavg,tmin,tmax,prcp,snow,wspd,pres
8/19/20,31.3,22.8,40,0,0,5.4,1011.9
8/20/20,29.9,21.7,38.3,0,0,3.2,1010
8/21/20,31.4,25,40,0,0,7.2,1009.1
8/22/20,27.3,20,33.9,31.8,0,5.4,1011.5
8/23/20,28.5,21.1,36.1,0,0,4.7,1013.5
8/24/20,30.5,23.9,37.8,0,0,4,1014
8/25/20,31,23.9,38.3,0,0,4,1012.2
8/26/20,30.4,26.1,36.1,0,0,5.8,1009.5
8/27/20,31,24.4,38.3,0,0,5,1008.1
8/28/20,33.1,27.2,41.1,0,0,9.4,1008.7
8/29/20,32.6,26.1,40.6,0,0,9.7,1009.2
8/30/20,32,26.1,39.4,0,0,8.3,1007.4
8/31/20,32.5,28.3,40,0,0,11.9,1007
9/1/20,32,28.3,37.8,0,0,11.5,1007.8
9/2/20,27.2,22.8,29.4,4.1,0,7.2,1010.4
9/3/20,26.5,22.2,34.4,36.3,0,5,1012.6
9/4/20,24.1,22.2,28.3,37.6,0,1.8,1017.7
9/5/20,26.4,23.3,33.3,0,0,2.9,1021.7
9/6/20,28.2,22.8,34.4,0,0,2.5,1018.8
9/7/20,29,22.8,36.1,0,0,6.1,1011.4
9/8/20,26.9,25,32.8,0,0,9.7,1008.9
9/9/20,24.1,15.6,27.2,58.2,0,7.6,1013.1
9/10/20,16.6,14.4,19.4,1.5,0,8.6,1021.9
9/11/20,22.2,17.2,30.6,0,0,6.1,1019.7
9/12/20,26.7,20,33.9,0,0,3.2,1013.9
9/13/20,28.7,23.9,34.4,0,0,9,1013.8
9/14/20,28.3,23.3,33.3,0,0,11.5,1016.6
9/15/20,28,23.3,33.9,0,0,7.2,1016.2
9/16/20,28.7,23.3,34.4,0,0,5,1013.6
9/17/20,27.3,23.3,32.2,0,0,6.5,1014.2
9/18/20,26.4,21.7,31.7,0,0,8.6,1016.2
9/19/20,24.5,20.6,29.4,0,0,10.8,1017.4
9/20/20,23,17.8,30,4.1,0,11.2,1017.5
9/21/20,21.3,20,22.8,4.6,0,13,1015.5
9/22/20,21.8,20.6,23.9,5.1,0,11.9,1013.7
9/23/20,22.7,21.1,25,0,0,7.9,1012.9
9/24/20,23,18.3,27.8,0,0,4,1013.4
9/25/20,23.2,16.1,31.7,0,0,3.2,1014.2
9/26/20,25.4,20,32.8,0,0,7.6,1011.9
9/27/20,28.1,24.4,33.9,0,0,10.8,1007
9/28/20,23.6,17.8,27.2,0,0,13.7,1015.8
9/29/20,20.6,13.3,29.4,0,0,4.3,1021.5
9/30/20,21.7,11.7,32.2,0,0,2.5,1018.4
10/1/20,23.1,13.3,32.8,0,0,5.4,1019.7
10/2/20,22.3,15,29.4,0,0,4.3,1021.5
10/3/20,22.3,15,30.6,0,0,4.7,1017.7
10/4/20,24,16.1,32.8,0,0,5,1019.8
10/5/20,23.6,17.8,30.6,0,0,4.3,1019.3
10/6/20,24.4,17.8,31.1,0,0,2.5,1016.7
10/7/20,24.9,17.2,33.3,0,0,2.5,1016.1
10/8/20,24.2,16.1,31.1,0,0,3.2,1014.8
10/9/20,26.2,22.2,32.2,0,0,6.1,1010.2
10/10/20,26.3,18.9,35.6,0,0,3.2,1009.5
10/11/20,27.9,20,37.2,0,0,6.1,1009.1
10/12/20,26.1,18.3,31.7,0,0,8.3,1014
10/13/20,23,13.9,32.8,0,0,1.8,1018.8
10/14/20,24.8,15.6,33.9,0,0,6.1,1014.1
10/15/20,25.6,19.4,32.8,0,0,10.8,1011.3
10/16/20,20.3,13.9,25,0,0,9.4,1022.8
10/17/20,19.8,16.1,27.2,0.3,0,7.9,1018.6
10/18/20,26.6,22.8,33.9,0,0,10.4,1013.6
10/19/20,27.6,22.8,33.9,0,0,7.9,1014.4
10/20/20,27.7,23.9,33.9,0,0,10.8,1013.8
10/21/20,26.6,23.3,32.8,0,0,7.9,1015.2
10/22/20,26.7,22.8,32.8,0,0,10.4,1013
10/23/20,21.6,12.8,29.4,0,0,8.6,1015.8
10/24/20,14.8,11.7,19.4,0,0,6.5,1019.3
10/25/20,20.7,12.8,30,0,0,7.2,1012.2
10/26/20,16.7,5.6,23.9,3,0,10.4,1014.6
10/27/20,5.2,4.4,6.1,1,0,11.2,1018.8
10/28/20,8.3,3.9,16.7,4.6,0,9.4,1014.9
10/29/20,11.5,4.4,17.8,0,0,9.4,1019.1
10/30/20,14.2,7.2,22.8,0,0,3.2,1024.9
10/31/20,14.5,5,26.1,0,0,2.9,1022.2
11/1/20,17.4,10,26.1,0,0,7.2,1027.7
11/2/20,16.2,8.3,25.6,0,0,2.5,1030.8
11/3/20,16.4,6.1,27.2,0,0,4,1026
11/4/20,18.3,8.9,27.8,0,0,4.3,1023.4
11/5/20,20.1,13.9,28.3,0,0,4,1021.5
11/6/20,21.1,17.2,27.8,0,0,4,1018.9
11/7/20,19.9,12.2,27.8,0,0,3.6,1016.3
11/8/20,21.4,15,28.9,0,0,6.1,1013.8
11/9/20,23.3,18.9,30,0,0,10.1,1012.5
11/10/20,21.8,17.8,27.2,0,0,6.1,1011.4
11/11/20,21.1,15,28.9,0,0,5.8,1014
11/12/20,22,17.2,29.4,0,0,3.2,1015.2
11/13/20,22.9,18.3,28.9,0,0,5.4,1017.2
11/14/20,24.8,21.7,30.6,0,0,7.6,1011.7
11/15/20,18.6,11.1,23.3,0,0,10.1,1021.7
11/16/20,14.2,6.1,24.4,0,0,0.7,1026.6
11/17/20,15,5,25.6,0,0,3.2,1029.8
11/18/20,16.6,6.1,27.2,0,0,5.4,1027.8
11/19/20,20.4,15,28.3,0,0,6.1,1024.1
11/20/20,21.5,17.2,28.9,0,0,5.4,1024.1
11/21/20,22.2,18.3,27.2,0,0,5.4,1023.5
11/22/20,21,13.9,28.3,0,0,7.9,1022.4
11/23/20,14.3,11.1,20,0,0,7.2,1023.1
11/24/20,21.3,15,28.9,1,0,9.7,1012.1
11/25/20,18,10,23.3,0,0,6.8,1017.2
11/26/20,16.4,7.2,25.6,0,0,2.9,1015.9
11/27/20,18.6,15.6,21.7,0.5,0,7.9,1016
11/28/20,14,10.6,16.1,16.5,0,7.9,1018.3
11/29/20,10.2,7.8,13.9,0.5,0,12.6,1021.4
11/30/20,7.7,0.6,14.4,0,0,8.3,1029.6
12/1/20,8.2,-1,17.8,0,0,5.8,1021.6
12/2/20,11.8,6.7,18.9,0,0,7.2,1019.1
12/3/20,8.3,4.4,15,0,0,10.1,1024.8
12/4/20,7.8,2.2,15.6,0,0,5,1025.5
12/5/20,7.4,2.2,12.2,0.3,0,0.7,1024.6
12/6/20,11.6,5.6,20,0,0,9,1020.7
12/7/20,12.2,5,22.2,0,0,5.4,1023.7
12/8/20,13.9,6.1,26.1,0,0,5,1024
12/9/20,16.2,7.8,27.8,0,0,3.6,1020.7
12/10/20,16.6,6.7,25.6,0,0,6.5,1015.4
12/11/20,18,13.9,21.7,1.5,0,2.5,1011.6
12/12/20,12.8,8.9,17.8,0,0,6.1,1016.6
12/13/20,12,5.6,20.6,0,0,10.8,1016.9
12/14/20,5.8,2.2,11.1,0,0,7.6,1025.1
12/15/20,8.4,4.4,15,0,0,4.3,1015.8
12/16/20,7.4,2.2,14.4,0,0,6.1,1021.6
12/17/20,8,-1,18.9,0,0,3.2,1025.5
12/18/20,11.6,3.3,17.8,0,0,5.8,1022.1
12/19/20,15.2,6.7,20.6,19.6,0,2.9,1018.8
12/20/20,11.3,5.6,20.6,0,0,3.2,1020.3
12/21/20,12.7,4.4,23.9,0,0,2.2,1021.3
12/22/20,15.1,6.1,23.9,0,0,7.2,1020.1
12/23/20,19.1,8.3,27.8,0,0,11.2,1013.6
12/24/20,7.5,1.1,13.9,0,0,11.5,1027.7
12/25/20,11.4,5,21.7,0,0,5.8,1025.4
12/26/20,12.3,1.7,21.7,0,0,5.8,1020.2
12/27/20,16,8.3,25,0,0,5.4,1016
12/28/20,18.4,13.3,23.9,0,0,7.6,1019.9
12/29/20,19.6,17.2,25,0,0,16.2,1015.9
12/30/20,15.5,6.7,23.9,36.8,0,13.7,1011.7
12/31/20,4.7,2.8,6.7,45.2,0,11.9,1008.9
1/1/21,6.3,2.8,11.7,0,0,9.4,1016.7
1/2/21,8.7,2.8,17.8,0,0,4,1022.8
1/3/21,11.8,2.8,22.2,0,0,5.8,1018.5
1/4/21,14.4,3.9,25.6,0,0,4,1018.1
1/5/21,14.9,6.7,22.8,0,0,7.2,1019.1
1/6/21,16.3,9.4,21.7,0.8,0,9,1014.5
1/7/21,10.9,5.6,17.2,0,0,9.4,1020.4
1/8/21,6.9,2.8,12.2,0,0,6.1,1026.8
1/9/21,6.4,0,12.2,0.3,0,3.2,1026.9
1/10/21,3.4,1.1,7.2,27.2,0,8.6,1026.3
1/11/21,4.2,0,10,0,30,7.2,1030.9
1/12/21,4.3,-0.5,11.7,0,0,1.8,1029.9
1/13/21,8.5,0,19.4,0,0,4.7,1022.1
1/14/21,11.6,3.3,20.6,0,0,7.9,1014.7
1/15/21,9.5,3.9,15.6,0,0,10.1,1021.2
1/16/21,9.5,2.8,18.3,0,0,5,1020.5
1/17/21,11.4,3.9,20.6,0,0,3.2,1019.8
1/18/21,14.1,2.8,23.9,0,0,7.6,1016.1
1/19/21,15.2,10,20.6,8.9,0,10.1,1022.4
1/20/21,10.3,8.9,12.8,1.5,0,5,1026
1/21/21,14.2,10,18.9,0,0,1.8,1016.5
1/22/21,16.3,11.1,25.6,0.3,0,6.1,1014.2
1/23/21,13.6,10,16.1,0.3,0,5,1016.6
1/24/21,17.9,15.6,21.7,0.8,0,7.2,1010.9
1/25/21,19.6,9.4,24.4,1.5,0,7.6,1006.6
1/26/21,14.7,7.8,22.8,0,0,7.2,1011.1
1/27/21,12.2,7.2,18.3,0,0,10.8,1024.8
1/28/21,7.6,3.3,13.3,0,0,5.4,1033.3
1/29/21,11.6,2.2,20.6,0,0,6.8,1024.1
1/30/21,18.8,11.7,26.7,0,0,7.9,1011.6
1/31/21,14.8,9.4,20.6,0,0,11.2,1022.2
2/1/21,11.5,5,19.4,0,0,6.1,1029.3
2/2/21,11.9,4.4,20.6,0,0,4,1023.5
2/3/21,15.5,7.2,25,0,0,8.6,1015.9
2/4/21,19.8,12.8,29.4,0,0,14.8,1009.6
2/5/21,11.2,6.7,16.1,1.5,0,9.4,1013.6
2/6/21,14.4,8.9,23.9,0,0,7.9,1011.9
2/7/21,12.7,4.4,21.1,0,0,8.6,1015.9
2/8/21,16,10.6,24.4,0,0,5.8,1013.8
2/9/21,13.9,7.8,17.8,0,0,6.5,1017.8
2/10/21,5,2.8,7.8,1,0,11.5,1018.9
2/11/21,0.6,-0.5,2.8,11.4,0,13.7,1021.1
2/12/21,-0.8,-1.6,0.6,0,0,9,1023.1
2/13/21,-1.8,-3.2,-0.5,0,0,12.6,1023.2
2/14/21,-4.5,-10.5,-1,5.1,0,15.1,1023.3
2/15/21,-9.2,-13.2,-3.8,13.2,150,13.7,1028.2
2/16/21,-7.8,-13.8,-3.2,0.5,130,4.7,1024
2/17/21,-2,-4.3,0,13.7,100,4.7,1017.7
2/18/21,-2,-4.3,0.6,0.3,100,7.9,1028.2
2/19/21,-0.7,-6,6.1,0,50,4,1033.9
2/20/21,6.4,-3.2,16.7,0,50,8.3,1026.3
2/21/21,14.9,6.7,24.4,0,0,6.8,1018.5
2/22/21,15.1,5.6,24.4,0,0,3.2,1023
2/23/21,17.7,8.3,26.1,0,0,8.3,1017.8
2/24/21,22.1,17.8,30,0,0,8.3,1015.1
2/25/21,13.6,10.6,18.9,1,0,9,1018.5
2/26/21,11.8,8.3,15.6,0.5,0,2.9,1014.9
2/27/21,19.3,14.4,26.1,0.3,0,6.8,1011.2
2/28/21,21.5,14.4,23.3,0,0,9.4,1010.5
3/1/21,11.5,8.9,14.4,3.6,0,15.5,1021.2
3/2/21,12.7,7.2,19.4,0,0,6.5,1024
3/3/21,13.4,3.3,22.8,0,0,5.8,1021
3/4/21,16.5,7.2,25,0,0,9.4,1018.1
3/5/21,18.6,13.9,26.7,0,0,11.9,1015
3/6/21,15.1,9.4,20.6,0,0,10.4,1024.2
3/7/21,14.2,5,21.7,0,0,6.1,1027.3
3/8/21,15.6,7.2,23.3,0,0,6.8,1028.5
3/9/21,18.8,13.9,25,0,0,14,1022.8
3/10/21,21.7,17.8,28.3,0,0,16.9,1016.8
3/11/21,22.8,20.6,27.8,0,0,14.8,1017.5
3/12/21,23.3,20.6,27.2,0,0,15.1,1019.6
3/13/21,21.4,20,25,3.3,0,18.7,1016.4
3/14/21,17.5,11.7,25.6,0.3,0,8.3,1013
3/15/21,19.3,8.3,30.6,0,0,7.2,1012.1
3/16/21,22.4,19.4,28.3,0,0,11.2,1007.9
3/17/21,20.4,12.2,25,0.3,0,16.9,1008.8
3/18/21,14.8,8.3,22.8,0,0,14.4,1022.3
3/19/21,14.2,7.8,21.7,0,0,10.4,1026.1
3/20/21,14.3,6.1,22.8,0,0,4.3,1025.7
3/21/21,16.1,10,24.4,0,0,11.2,1020.4
3/22/21,17.2,13.9,22.8,6.9,0,13,1010.1
3/23/21,19.5,12.2,27.8,1,0,5,1007.5
3/24/21,18,12.2,22.2,0,0,8.3,1005.8
3/25/21,18,12.8,23.9,12.4,0,7.9,1009.2
3/26/21,19.2,8.9,28.9,0,0,7.2,1012.5
3/27/21,23.9,18.9,30.6,0,0,7.9,1010.1
3/28/21,19.7,12.2,24.4,0,0,14,1021.9
3/29/21,16.6,7.2,25.6,0,0,7.6,1020.4
3/30/21,21,15.6,26.7,0,0,8.6,1012.1
3/31/21,19.3,13.3,22.8,0.5,0,13.3,1020.6
4/1/21,15.1,6.1,22.2,0,0,5.4,1031.3
4/2/21,15.4,6.7,22.8,0,0,7.9,1027.5
4/3/21,14.7,11.1,18.9,8.9,0,7.9,1025.3
4/4/21,17.8,13.3,23.9,0,0,5.8,1023.4
4/5/21,20.1,15,28.3,0,0,9.4,1016.9
4/6/21,23.5,19.4,30.6,0,0,13,1010.3
4/7/21,24.6,16.7,31.7,0,0,7.9,1008.9
4/8/21,23,11.7,33.3,0,0,6.5,1008.5
4/9/21,25.7,20.6,33.3,0,0,10.1,1002.6
4/10/21,21.6,15,27.8,0,0,10.4,1009.1
4/11/21,21.4,8.9,32.2,0,0,6.5,1007
4/12/21,24.3,18.9,32.2,0,0,10.8,1007.5
4/13/21,25,21.7,28.9,0,0,7.6,1012.1
4/14/21,24.2,21.1,28.9,0,0,6.1,1013.1
4/15/21,18.8,16.1,22.8,1.8,0,6.5,1013.1
4/16/21,18,15.6,20.6,1,0,6.8,1009.5
4/17/21,14.7,11.7,18.9,0,0,14.4,1017.6
4/18/21,15,10.6,21.1,0,0,7.6,1020.1
4/19/21,17.6,9.4,25,0,0,3.2,1017.7
4/20/21,18.9,10.6,29.4,0,0,8.6,1016.9
4/21/21,12.6,6.7,20,0,0,10.8,1024.4
4/22/21,15.3,11.1,19.4,0.3,0,8.3,1018.1
4/23/21,19.7,16.7,22.2,21.1,0,7.2,1008.4
4/24/21,22.5,16.1,28.9,0,0,9,1010.8
4/25/21,22.7,13.3,31.7,0,0,8.6,1014.6
4/26/21,23.7,20,30.6,0,0,14,1011.3
4/27/21,23.5,20.6,26.7,0,0,13.3,1009.1
4/28/21,25.9,23.3,29.4,1.3,0,15.8,1006.5
4/29/21,22.2,20,23.9,18,0,7.9,1010.7
4/30/21,20.6,18.9,23.9,34.8,0,8.3,1017.1
5/1/21,20.3,18.3,24.4,36.6,0,7.9,1012.6
5/2/21,23.8,16.1,31.7,0,0,7.9,1003.2
5/3/21,27.1,22.8,34.4,0,0,10.4,1000.4
5/4/21,24.9,19.4,28.9,0,0,11.5,1010.2
5/5/21,21.2,14.4,27.8,0,0,6.8,1018.7
5/6/21,22.8,14.4,31.7,0,0,4.7,1020.7
5/7/21,23.7,15.6,30.6,0,0,7.9,1019.1
5/8/21,25.4,20,32.8,0,0,12.2,1011.8
5/9/21,27.3,23.3,32.2,0.3,0,7.2,1008.3
5/10/21,23.4,17.2,26.7,0,0,9.4,1011.5
5/11/21,18.8,16.7,24.4,6.6,0,6.8,1014.2
5/12/21,18.4,15.6,23.9,0,0,13.3,1021.4
5/13/21,19.3,15.6,23.9,0,0,5.4,1024.4
5/14/21,22.2,14.4,29.4,0,0,6.5,1021
5/15/21,22.8,19.4,26.7,0,0,10.8,1017.3
5/16/21,23,21.1,27.8,27.7,0,10.8,1013.9
5/17/21,23,18.9,27.8,9.9,0,8.3,1010.7
5/18/21,21.9,18.9,26.1,13.5,0,8.3,1009
5/19/21,20,17.8,22.8,0,0,3.6,1010.5
5/20/21,23.5,17.2,30,0,0,4,1012.4
5/21/21,24.9,20.6,30.6,0,0,7.9,1015.8
5/22/21,23.8,22.2,27.2,16.5,0,12.2,1017.5
5/23/21,22.3,21.1,23.3,4.3,0,9.7,1019.2
5/24/21,23.6,21.1,31.1,3,0,6.5,1016.5
5/25/21,26.3,22.2,32.8,0.3,0,10.4,1015.7
5/26/21,26.8,20,32.8,3,0,6.8,1017.6
5/27/21,27.3,23.9,32.2,0,0,10.4,1014.7
5/28/21,25.6,18.9,31.1,33.8,0,11.2,1013.5
5/29/21,24.4,18.9,31.1,0,0,4,1013.8
5/30/21,24.4,20.6,31.1,12.2,0,6.1,1016.4
5/31/21,24.8,20.6,30,16,0,10.4,1017
6/1/21,23.9,20,30.6,15.2,0,5,1016.7
6/2/21,24.9,17.8,31.7,21.3,0,4.7,1014.7
6/3/21,19.6,17.8,22.8,24.4,0,2.9,1014.8
6/4/21,23,20,29.4,4.3,0,1.8,1014.5
6/5/21,23.6,20.6,28.3,1,0,1.8,1011.7
6/6/21,25.8,20.6,32.8,0,0,7.9,1008.3
6/7/21,27.8,25.6,32.8,0,0,8.3,1008.5
6/8/21,28.5,25.6,33.9,1,0,8.6,1011.7
6/9/21,29,25,35,0,0,8.3,1013.9
6/10/21,28.9,25,34.4,0,0,10.1,1012.7
6/11/21,28.8,25.6,33.9,0,0,9.7,1010.8
6/12/21,29,24.4,35,0,0,5.8,1012.3
6/13/21,30.2,23.9,37.2,0,0,2.5,1013.3
6/14/21,30.6,24.4,37.8,0,0,3.6,1013.2
6/15/21,30.5,23.9,37.2,0,0,4.3,1014.3
6/16/21,29.5,22.8,36.1,0,0,4,1015.1
6/17/21,30.2,23.3,36.1,0,0,3.6,1014.3
6/18/21,29.6,24.4,34.4,0,0,4.3,1012.2
6/19/21,28.5,21.1,35.6,0,0,4.3,1010.7
6/20/21,29.1,24.4,35,0,0,10.1,1008.7
6/21/21,30.4,27.2,35.6,0,0,9.4,1008.5
6/22/21,27.1,22.8,31.7,0.3,0,8.3,1013.9
6/23/21,30,26.1,36.7,0.3,0,7.9,1013.2
6/24/21,30.4,25.6,36.7,0,0,10.1,1013.8
6/25/21,29.8,25.6,36.1,0,0,11.5,1012.2
6/26/21,29.9,25.6,36.7,0,0,11.9,1010.4
6/27/21,27.6,24.4,33.3,3,0,5.4,1011.9
6/28/21,25.9,23.3,32.8,0,0,6.5,1012.9
6/29/21,25.3,23.3,31.1,19.8,0,6.5,1016.3
6/30/21,27.6,23.9,33.9,0.5,0,3.6,1017
7/1/21,28.8,23.3,35.6,0.5,0,4,1014.5
7/2/21,29.5,24.4,36.1,0,0,2.9,1013
7/3/21,28.3,24.4,33.9,0,0,6.1,1013.4
7/4/21,25.9,23.9,30,33,0,3.6,1012.9
7/5/21,25.7,23.9,29.4,27.9,0,2.9,1013.5
7/6/21,26.1,23.9,32.2,13.2,0,6.8,1013.7
7/7/21,26,22.8,31.1,0,0,5,1012.6
7/8/21,26.4,23.3,31.7,5.1,0,6.8,1012.6
7/9/21,25,23.9,27.2,5.8,0,10.1,1015
7/10/21,27.5,23.9,34.4,13.2,0,6.5,1015.4
7/11/21,28.3,25,32.8,0,0,5,1014.9
7/12/21,27.3,23.9,31.1,0,0,6.8,1016.7
7/13/21,25.4,22.2,32.8,0.8,0,4,1020.1
7/14/21,26.2,22.2,33.9,0.8,0,6.1,1020.2
7/15/21,28.3,24.4,33.9,0,0,7.9,1017
7/16/21,28.6,24.4,34.4,0,0,10.1,1014.7
7/17/21,29.2,25,34.4,0,0,8.6,1016.1
7/18/21,29.1,23.3,35,0,0,4.7,1017.6
7/19/21,27.6,23.9,36.1,1.5,0,4.7,1016.3
7/20/21,27.2,22.8,33.3,0,0,4.7,1014.4
7/21/21,27.5,22.8,33.9,0.8,0,4.3,1015.6
7/22/21,26.3,21.7,34.4,0,0,5,1018.8
7/23/21,28.6,23.3,35,0.3,0,9,1018.3
7/24/21,30,25,36.7,0,0,9.4,1016
7/25/21,29.8,23.9,37.8,0,0,6.5,1014.3
7/26/21,30,23.3,37.2,0,0,4,1013.4
7/27/21,30.1,23.9,36.7,0,0,2.9,1014.3
7/28/21,30.5,25.6,36.1,0,0,4,1015.2
7/29/21,29.1,24.4,36.7,0,0,1.4,1015.9
7/30/21,29.9,23.9,36.1,0,0,5.4,1016.5
7/31/21,29.9,25,36.7,0,0,4.3,1015.9
8/1/21,29.8,25.6,38.3,0,0,4.7,1015.1
8/2/21,24.8,23.3,30,20.6,0,3.2,1015.8
8/3/21,27.8,23.9,33.9,0,0,5,1014.3
8/4/21,28.2,23.3,33.3,0,0,5.8,1014.8
8/5/21,26.7,25,30,0.8,0,5.4,1016.9
8/6/21,27.7,23.9,33.3,2.5,0,5.4,1016.1
8/7/21,29.3,24.4,35.6,0,0,9,1014.3
8/8/21,30,25.6,36.7,0,0,10.8,1013.3
8/9/21,30.1,26.1,37.2,0,0,10.8,1014.3
8/10/21,30.1,25,37.2,0,0,10.4,1016.3
8/11/21,29.9,25,37.2,0,0,9,1016.2
8/12/21,30.3,25,37.2,0,0,7.6,1016.2
8/13/21,29.9,24.4,37.2,0,0,5,1017.6
8/14/21,29.9,24.4,37.2,0,0,4,1018.2
8/15/21,26.1,22.2,34.4,61,0,1.8,1016
8/16/21,27.5,21.7,34.4,0,0,3.2,1012.5
8/17/21,28.5,23.9,33.9,0,0,5.4,1011.5
8/18/21,29,26.7,35,0,0,9.7,1013
8/19/21,30.5,26.7,36.1,0,0,10.4,1013.6
8/20/21,29.6,25.6,35,0,0,10.1,1012.1
8/21/21,30,25.6,36.7,0,0,7.9,1012.6
8/22/21,29.6,23.9,36.7,0,0,4.7,1014.9
8/23/21,29.6,23.3,36.1,0,0,6.1,1014.8
8/24/21,30.3,24.4,36.7,0,0,5.4,1014.3
8/25/21,30.5,24.4,36.7,0,0,5,1015.2
8/26/21,30.3,25,37.8,0,0,2.9,1014.2
8/27/21,27.5,24.4,32.2,1.5,0,4.7,1012.9
8/28/21,28,23.9,34.4,5.1,0,3.2,1013.1
8/29/21,28.5,24.4,35.6,0,0,3.2,1012.3
8/30/21,29.3,23.9,35.6,0,0,1.8,1009.4
8/31/21,30.8,23.9,37.8,0,0,3.2,1007.3
9/1/21,30.8,25.6,37.8,0,0,6.8,1008.4
9/2/21,30.5,26.1,37.2,0,0,6.5,1011.2
9/3/21,30.4,25.6,37.2,0,0,5.8,1012.7
9/4/21,30.5,25,37.8,0,0,7.9,1012.6
9/5/21,30.9,23.9,38.9,0,0,4.3,1012.3
9/6/21,28.7,23.3,37.8,2.5,0,3.6,1013.3
9/7/21,28.4,22.2,36.1,0,0,2.5,1012.4